feature_id,Aboriginal English,Acrolectal Fiji English,Appalachian English,Australian English,Australian Vernacular English,Bahamian English,Black South African English,Cameroon English,Cape Flats English,Channel Islands English,Chicano English,Colloquial American English,Colloquial Singapore English (Singlish),Earlier African American Vernacular English,East Anglian English,English dialects in the North of England,English dialects in the Southeast of England,English dialects in the Southwest of England,Falkland Islands English,Ghanaian English,Hong Kong English,Indian English,Indian South African English,Irish English,Jamaican English,Kenyan English,Liberian Settler English,Malaysian English,Maltese English,Manx English,New Zealand English,Newfoundland English,Nigerian English,Orkney and Shetland English,Ozark English,Pakistani English,Philippine English,Pure Fiji English (basilectal FijiE),Rural African American Vernacular English,Scottish English,Southeast American enclave dialects,Sri Lankan English,St. Helena English,Tanzanian English,Tristan da Cunha English,Ugandan English,Urban African American Vernacular English,Welsh English,White South African English,White Zimbabwean English
178,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.5,0.1,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.5,0.0,0.0,0.0
179,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.005,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.5,0.1,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.1,0.1,0.0,0.0
180,0.005,0.0,0.5,0.005,0.5,0.5,0.005,0.005,0.1,0.005,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.005,0.1,0.0,0.5,0.0,0.005,0.1,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.005,0.0,0.005,0.0,0.5,0.005,0.1,0.1,0.0,0.0
181,0.0,0.0,0.1,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.005,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.005,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.005,0.0,0.0
185,0.1,0.0,0.5,0.1,0.1,0.1,0.005,0.0,0.0,0.005,0.1,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.005,0.0,0.005,0.1,0.005,0.005,0.0,0.1,0.1,0.0,0.0,0.0,0.005,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.1,0.005
186,0.0,0.0,0.1,0.0,0.0,0.005,0.005,0.005,0.0,0.005,0.005,0.1,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.1,0.005,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.005,0.005,0.0,0.005
187,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
188,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.005,0.0,0.0,0.0,0.005,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0
190,0.1,0.0,0.0,0.0,0.0,0.1,0.005,0.0,0.005,0.005,0.0,0.1,0.0,0.1,0.5,0.1,0.1,0.005,0.005,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.5,0.0,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.1,0.0,0.1,0.0,0.005,0.1,0.005,0.005
191,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0
192,0.0,0.0,0.005,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.1,0.0,0.0
193,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.1,0.005,0.005,0.1,0.5,0.005,0.0,0.5,0.005,0.005,0.1,0.005,0.0,0.005,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.1,0.0,0.005,0.005,0.1,0.005,0.1,0.0,0.1,0.0,0.005,0.0,0.1,0.005,0.0,0.0
194,0.005,0.005,0.005,0.0,0.1,0.0,0.5,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.005,0.5,0.5,0.1,0.1,0.0,0.005,0.005,0.1,0.1,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.005,0.0,0.005,0.1,0.005,0.0,0.005,0.0,0.0,0.005,0.005,0.1,0.1,0.0,0.005,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.005,0.1
198,0.0,0.0,0.0,0.1,0.0,0.0,0.005,0.1,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.0,0.005,0.5,0.0,0.0,0.1,0.005,0.0,0.0,0.1,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.1
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.005,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.1,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.1,0.0,0.0,0.005,0.005,0.0,0.0,0.005,0.005,0.1,0.0,0.1,0.0,0.5,0.0,0.005,0.1,0.0,0.0
203,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.1,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.005,0.1,0.0,0.005,0.0,0.0,0.005,0.005,0.0,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.1,0.0,0.005,0.0,0.0,0.0
204,0.005,0.0,0.1,0.1,0.1,0.005,0.1,0.1,0.005,0.1,0.0,0.1,0.0,0.005,0.5,0.1,0.1,0.1,0.1,0.0,0.005,0.005,0.5,0.5,0.0,0.5,0.1,0.5,0.005,0.0,0.1,0.5,0.5,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.005,0.005,0.005,0.1,0.1,0.1,0.005,0.5
205,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.5,0.0,0.0,0.0,0.005,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.005,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.1,0.0,0.005
208,0.1,0.0,0.005,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.005,0.0,0.0,0.0,0.0,0.1,0.005,0.005,0.0,0.0,0.0,0.0
209,0.0,0.0,0.005,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.5,0.1,0.1,0.0,0.0,0.1,0.005,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.005,0.005,0.005,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.005,0.005,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
211,0.005,0.0,0.0,0.1,0.1,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.005,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
212,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
213,0.1,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005
214,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.005,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.1,0.0,0.0,0.005,0.0,0.005,0.005,0.0,0.0,0.1
215,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.005,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.5,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.005,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.005,0.0,0.0,0.1
216,0.1,0.0,0.0,0.1,0.0,0.1,0.005,0.005,0.1,0.005,0.0,0.0,0.5,0.005,0.0,0.1,0.0,0.1,0.005,0.1,0.0,0.005,0.5,0.0,0.005,0.005,0.005,0.0,0.1,0.1,0.1,0.5,0.1,0.1,0.0,0.0,0.1,0.1,0.005,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.0,0.1,0.0,0.0
217,0.5,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.005,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1
218,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0
219,0.5,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0
220,0.5,0.0,0.5,0.1,0.5,0.5,0.1,0.0,0.005,0.1,0.1,0.1,0.005,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.005,0.1,0.5,0.1,0.005,0.0,0.5,0.1,0.1,0.5,0.5,0.0,0.5,0.1,0.1,0.1,0.5,0.1,0.1,0.5,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.005,0.5
221,0.5,0.0,0.5,0.5,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.005,0.1,0.5,0.1,0.5,0.5,0.1,0.1,0.0,0.005,0.5,0.5,0.1,0.005,0.1,0.5,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.0,0.1,0.5,0.1,0.1,0.5,0.0,0.1,0.005,0.1,0.005,0.1,0.5,0.5,0.5
222,0.5,0.005,0.0,0.0,0.1,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.5,0.5,0.5,0.1,0.0,0.5,0.1,0.005,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.1,0.5,0.0,0.005,0.0,0.1,0.005,0.005,0.005,0.0,0.1,0.1,0.0,0.0,0.1
223,0.0,0.005,0.005,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.5,0.0,0.0,0.1,0.005,0.0,0.0,0.0,0.0,0.1,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.5,0.5,0.5,0.1,0.005,0.0,0.005,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.005,0.005,0.005,0.1,0.0,0.5,0.0,0.0
225,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
226,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.005,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.1,0.0,0.0,0.005,0.1,0.0,0.5,0.0,0.005,0.0,0.005,0.0,0.1,0.0,0.0,0.0
227,0.1,0.1,0.1,0.0,0.005,0.0,0.5,0.1,0.1,0.0,0.1,0.5,0.5,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.5,0.5,0.5,0.5,0.005,0.1,0.0,0.5,0.1,0.005,0.1,0.5,0.1,0.005,0.0,0.1,0.5,0.1,0.5,0.0,0.1,0.005,0.005,0.0,0.0,0.005,0.1,0.1,0.1,0.1
228,0.5,0.005,0.0,0.0,0.0,0.1,0.005,0.0,0.005,0.0,0.0,0.5,0.5,0.005,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.5,0.5,0.1,0.1,0.5,0.1,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.005,0.5,0.1,0.0,0.005,0.0,0.5,0.0,0.1,0.005,0.1,0.1,0.0,0.1
229,0.5,0.1,0.0,0.1,0.1,0.1,0.005,0.5,0.005,0.1,0.0,0.5,0.5,0.005,0.5,0.0,0.0,0.1,0.1,0.1,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.005,0.1,0.5,0.0,0.1,0.1,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.1,0.0,0.0,0.0
232,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.1,0.005,0.5,0.0,0.0,0.0,0.005,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.005,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.005,0.5,0.0,0.005,0.0,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.0,0.0
234,0.005,0.0,0.0,0.5,0.1,0.005,0.1,0.0,0.005,0.1,0.1,0.5,0.1,0.005,0.1,0.1,0.1,0.5,0.1,0.0,0.5,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.005,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.005,0.5,0.005,0.005,0.1,0.0,0.005,0.0,0.005,0.5,0.005,0.1
235,0.1,0.0,0.0,0.005,0.1,0.1,0.005,0.005,0.1,0.1,0.1,0.5,0.1,0.0,0.1,0.1,0.1,0.0,0.005,0.005,0.0,0.5,0.0,0.5,0.1,0.1,0.0,0.1,0.1,0.0,0.5,0.5,0.005,0.0,0.0,0.005,0.5,0.5,0.1,0.5,0.1,0.005,0.005,0.005,0.005,0.1,0.1,0.5,0.005,0.1
